k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__	4409549	313807	4360394	76751	938043	4384924	4340650	4295751	945908	4314749	346707	4317376	4319150	4416768	4376251	4302742	4431441	329181	4379942	4440359	148432	346235	4463642	4318672	4375317	4309088	968650	1082788	315705	866140	346778	4295241	3721699	4420661	1055844	1022075	421580	739716	942455	4319292	4442768	4322621	981973	1007452	4482428	872826	1056389	4439054	356482	337255	4341263	911742	1035184	220625	4331534	4453740	972266	355750	967575	309110	218785	4309016	335112	1045938	4368372	4447416	4323390	4297061	315792	1027518	4315607	221884	303604	895283	895937	4456269	4473228	4305540	925977	221648	4376253	4457955	4378093	4377731	4298880	224905	1102171	4322555	1086582	4435330	348075	224053	4338187	861375	4434732	988602	964942	343805	4375072	4373493	4454356	1024636	957725	983816	4309584	4309585	960937	338131	4425681	970868	4309321	4439181	4299369	4452791	836176	997803	943709	4470494	319294	4321556	4433624	913639	4454195	927991	1062115	858231	4304940	4443641	1071871	4317778	4479728	4310829	4435521	4310192	4325865	4325864	4325867	899152	4458456	4458453	347181	4305383	322695	1085500	310852	325612	4295474	4306348	4306341	4306344	1023036	4319643	4447399	4309717	4439578	4297271	973499	4297332	4453718	533492	882200	3817600	1084945	339513	4331859	4331858	4305062	4320547	4431937	18996	4318484	4299449	4299448	855330	4473130	4483960	990727	4425429	321534	4417018	221105	4326647	971127	4315496	4371819	4439184	4326857	4309588	4456691	4449197	218723	334556	308848	4432583	4431436	4366522	1070299	4352493	338605	516198	316837	4445851	1048661	921518	4309160	4306347	4322624	4322625	349152	327035	4294599	4307889	4438387	335565	936224	4380977	1971164	4324090	4310932	4310935	4397274	4357689	855759	4425064	4355855	4307078	1098801	4300001	4316036	4479627	4323046	334408	358120	4313166	4468658	4477910	4297720	4314816	343636	4317344	4467229	4437353	4434840	876009	50919	4317585	1030285	340624	4298878	4380851	934651	4356281
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus	1146678	4316029	4330514	4319891	4479113	662294	669102	561229	835066	4425623	4425399	4417255	3251873	1133720	4385552	742896	746246	733594	817646	4308624	1147446	290799	151964	4063041	3002428	4317058	4396401	3584599	817888	247057	4480185	759153	4337790	4441552	4387211	222578	4381230	328686	111533	553595	2724742	664146	581527	592770	1891556	152176	591907	814977	822543	4456052	4405713	4399637	3599421	218869	572117	4467143	1117992	226845	242550	4453932	588526	3773438	256533	4349448	365012	1107329	99016	573338	979456	593353	1141041	87400	4304238	4298480	246027	722315	4469265	4440538	267887	564580	841123	143741	4337703	1137271	4017115	1140707	4433236	4329673	3780125	740629	4337951	4385562	4097931	4338963	4295387	2981626	218254	542293	275582	4463224	845043	4011753	284074	555844	4045829	4483006
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	178657	174688	562096	3117273	263036	592601	514549	517890	4417415	4331121	4361049	216349	4448928	1632200	302257	4332923	4451482	535222	613851	555882	4434024	187668	829143	4332353	33176	4309092	810060	4418245	1129865	1112027	317288	4295877	4295873	585365	929648	325443	4468739	546619	2328181	430917	558420	4392041	593302	97568	278640	4372188	754703	625073	354798	559993	789532	1870447	527155	534780	3874740	3874742	16146	90396	210340	2008096	1895392	101967	518565	555553	4458041	344080	511112	236740	1113307	16199	22115	4438947	346281	183534	4193313	4366537	553348	79436	520397	103132	69664	4009970	275556	685652	4296823	791998	242157	148431	806302	2917808	520361	196133	4346651	545324	832846	1105928	316571	890990	3646433	192842	138271	524435	81682	42703	4229176	529491	4398051	575988	3438276	4465124	184190	4394308	3799437	341023	799573	3805516	311306	4401404	2403236	245625	354563	1620989	249936	4481344	114488	4299394	322319	98508	199568	104248	520726	4419388	546664	141385	4320261	547395	305288	4426769	4115413	366108	4297937	167821	132114	3799792	4423008	353470	245329	1128191	308281	3041208	296837	2850749	2397260	1733342	312874	4377809	4469785	1763287	4427850	315274	217875	34959	640693	933007	177051	587252	4272978	584789	833431	4374194	522711	1147045	2773831	804826	104154	309030	178370	763003	302041	940592	320526	317926	4193316	328083	315382	1118605	707301	840128	605664	1698509	356701	309658	4435255	213313	1052670	24217	27748	248489	4342297	830413	301449	2112530	276491	289675	171710	311207	1113613	4074529	1509236	255339	2349459	4452700	1120496	1118047	343106	179774	97792	109616	2328237	178584	259942	293470	2092172	798513	4430051	4449709	3734844	4452634	4452632	4452630	582154	4401902	4435926	1105818	4307295	235424	369476	37933	563668	1136403	307213	4384113	511006	557697	524384	2795134	16161	16164	1079128	1115481	4400691	173715	292257	530289	111154	4355334	1846390	587898	4360776	548830	343456	4465573	4419504	625671	300250	553253	4465434	714794	4448061	4483035	345282	308696	309099	340502	2702263	70302	589122	549161	189424	314053	4463040	3716037	579545	533504	345411	287414	267675	4444956	193894	4480221	275472	1110668	174497	259220	114950	100110	553970	593216	174516	104893	587168	300829	309301	317892	783808	4427891	1131503	549355	307646	578057	821916	271116	889125	511482	829456	1106323	36705	754118	4446319	329895	4424827	4424828	233716	4369287	4463295	190766	49421	222214	300423	698974	283776	4460263	4407226	3438268	540856	2684583	4452219	4478898	74480	4352244	523078	523073	4445673	297938	4433255	309894	3876673	16223	2840201	530061	103699	664467	4059528	763461	4309137	134528	3105082	322337	324315	307204	110319	2263183	343679	563796	311546	1132195	1111003	334001	170066	16114	16115	197960	279177	529116	314234	4471712	823920	1043082	4404326	16145	624458	294429	294424	4433280	300225	193831	669781	4296612	163994	1024538	4427090	4295480	195312	223000	301816	4428434	16200	1537702	1117075	570898	1118166	1015028	4316058	4467050	509931	300313	259603	521877	2716602	296188	2733439	297093	1855954	41948	711324	363034	820612	4396244	202934	518772	561587	576965	321122	329338	86229	176470	3434021	4400159	4335085	3126650	555688	317211	314548	895090	199388	295343	2568926	830965	757903	101362	717978	349695	2950552	4352349	524467	254651	357529	98939	308665	515453	1084928	4305993	4305995	305869	572576	793362	3048392	652820	762190	34479	4298044	225542	196632	550225	1551624	578908	3552067	2248522	509654	341078	333050	4480810	4423473	605096	104619	343663	327350	4399293	4415750	109637	345397	541432	516220	4300917	517527	224390	559557	992327	922512	3113339	758009	810936	4193309	1105696	140043	1596739	4434789	4385206	16212	757188	3587419	822384	1148153	4421619	3641384	210924	1123615	16162	4316042	300512	171906	966076	334222	4449409	4401045	1142280	1110601	70947	352427	584517	329360	4467135	4378384	664713	133967	270274	515240	4474308	340111	180328	327629	4337776	315683	137816	360688	4402853	326991	558685	317869	1139140	97986	3759020	742309	712447	75821	297378	297379	357482	214409	4459634	564332	4437113	36004	195143	1061503	278629	320803	4425275	2896106	239771	4372980	249129	350467	527748	515511	317533	106141	571847	777927	180674	4231113	225316	2167419	300497	99206	320957	4450534	511030	546480	16138	221617	1122149	300594	1052231	1667981	4357805	364085	4407552	104307	2670715	344326	790754	218549	267134	542034	662009	794487	1010753	16227	316964	2313308	1142634	593760	39254	779527	587690	2296373	671497	300487	4418690	581463	562728	4405515	809905	4347660	508984	337030	4420852	306412	225132	4413223	102184	2841538	4475399	334864	191188	173147	368281	591223	297095	1126584	310284	824055	735222	522840	290752	986807	4364416	347944	1965636	4343196	4479033	535323	224769	514242	248256	353173	4319576	304094	1105343	727450	3892768	580816	15975	4374925	4374928	4374929	332292	227300	543895	4308496	4458038	321963	74679	637199	629073	81208	319981	590008	516351	338325	350153	631218	1123067	3483093	707087	142709	626395	690003	303990	527892	1142329	1131000	45074	320863	16129	16121	16120	4391432	1119254	569191	1123685	766351	1127530	1127537	4326080	4434454	199034	587230	584767	580518	329073	226626	690779	17027	521510	4342499	2881598	102321	590383	1128945	554797	574742	323115	586263	879433	668350	1124385	578160	2077440	4355695	309771	298776	786116	240261	175234	265603	559286	97301	800677	1729221	349144	279536	264986	519525	566529	105538	2869166	1106362	531118	295330	88514	702681	822387	3892774	192377	878843	35306	84677	547156	296420	4152969	3935337	335564	3145564	314402	137941	845682	331537	831363	563768	4411108	622303	590914	296900	4457269	338273	4428075	304527	4249897	509665	585869	153154	71518	4466385	3727909	818777	241811	429862	3538707	1047886	1119089	114585	27881	2273298	693877	140091	88253	578491	147202	26704	354540	4410299	4298398	4355364	315220	195191	863989	4272983	101755	4448097	338702	334592	164182	611795	16243	539279	1585090	434813	4460833	765037	540546	310354	4314124	525790	526262	4396653	354054	468279	520369	4472321	95300	751490	100140	822241	271289	275074	318332	174012	1142973	213289	47464	2517611	3533941	4353660	4381471	762854	1009427	290974	4451400	576816	350668	106334	91168	2390604	3931709	4450258	4413539	218248	3195854	542995	199694	143573	558387	4473033	42636	211429	4459849	316267	2943933	4456143	4430043	218474	108500	834396	511722	1796774	306035	369681	151902	838401	986243	16163	4357658	4357657	293937	4386593	189589	4099302	306413	4208792	571839	668499	327298	114599	538589	4321088	513952	2971192	171367	1124627	568536	581192	353862	147272	4404372	302614	341912	248695	778191	160969	1127323	296040	986513	16258	1636411	2922770	322130	1632380	4479802	49549	186389	136834	4455992	317847	179930	177161	1140978	4447726	295978	551963	4320574	541276	60611	744835	4423818	847142	3879697	293824	3189496	4424468	4369255	4369252	366781	15969	4387711	741139	252651	1146276	4463765	1102068	344288	2935490	4300275	586854	218257	268967	197807	143666	1129934	1142534	181849	1130771	4296805	4432520	3954470	53929	4461546	234031	110347	166896	342350	515102	142890	3057927	289992	292299	557700	1055222	4422284	335568	1136339	337901	290251	333228	212009	4428683	256251	3168623	1937177	4448023	1133954	815571	3931537	549638	4036272	1632389	310954	1134603	4381111	1133341	514825	320420	104466	186289	228466	1135394	333465	2094567	216634	509371	991364	688831	543575	114917	815357	592317	4334513	837039	325962	16267	16263	181160	569073	192893	16276	260303	167430	4295798	4320643	578096	4314631	4380971	60609	1058815	313045	103184	95320	3716793	147444	1121582	4452146	325268	587789	1838560	1063126	515317	150472	16132	920816	522966	3264213	330714	314480	590450	363389	214796	4364968	3670056	536635	3145540	261251	804119	220242	589921	838429	1503161	2792258	3926870	2055059	94261	252720	308337	225687	1124194	206029	808522	824730	4122608	257293	224105	2217385	560705	593925	647671	221124	16159	3890930	253066	4304162	239863	554887	571414	4427580	224110	252144	555562	811589	16186	16185	152453	148044	4313858	3016540	4452842	523511	4336516	1140421	904668	2690401	2945418	180403	356549	65412	332731	290394	151149	333348	302632	302631	274177	344612	4363246	4363245	238697	3811416	525166	215963	323296	4362545	3156619	292527	234912	16274	16271	571639
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__	1133950	813605	968485	817593	344057	170011	1076643	3078912	4328482	1018538	138071	170634	942536	172829	556641	1054174	138099	663827	126226	251077	4296941	1024197	307654	593108	1121856	219134	171712	350111	4474070	95404	167964	1418	1419	1410	1022316	237664	3313143	830916	159842	546802	3110915	786067	170202	260458	4417494	94705	1137204	821898	4344009	4368365	171337	389682	250725	1126174	1133399	1124689	226597	926531	1145420	885371	518775	272577	752311	332198	405062	4322185	829281	963673	3807096	3807098	155693	888891	242608	1902911	172621	2008908	4401325	4401327	1023123	138650	1144249	697211	279558	160687	406491	735002	88400	4437418	819808	1043665	169628	862949	914360	932090	4396847	298891	4397479	120096	167924	4447100	139395	369484	466712	128604	4396446	224771	3874043	1139683	4484286	4409703	365101	4379520	97958	1140416	4295034	760505	1038774	923828	223853	1121937	1085752	115072	895341	136570	4456283	138316	828178	250755	1103054	243604	2316411	1135751	1535611	4471155	486153	168505	1088879	4439950	235373	567282	1142962	4348656	4348654	4439783	350279	276339	1132926	976872	1125018	146805	4324063	139277	804657	645468	241895	1422	1426	3578609	3694371	366545	4304568	4324064	249433
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	1882280	1888516	187718	310308	326270	241729	107784	1142431	567604	349012	345893	826796	351073	1765402	131921	276632	946003	323775	137021	4296252	4296251	511244	169428	1134031	548003	271784	743242	818144	813060	297258	805513	324926	324702	3732408	3851582	4414257	556659	737816	168412	222909	4168094	349968	4325686	27140	836806	164790	540997	196964	640521	312127	296256	547697	3965741	296590	3908646	274016	836549	177666	46006	2280995	1888681	89132	271867	4322861	549991	134726	539509	762868	272656	586166	828684	4345511	820367	1138214	292057	1061762	182758	336522	4361141	288351	166165	302075	15196	15190	290492	266445	955052	133809	327414	171991	799610	259111	1131316	337560	2417844	806179	309665	157448	331708	334816	391920	1108338	4367797	4367799	4367798	383140	4483799	837634	3398150	347922	333726	749329	300788	130468	807140	133341	314048	560790	371319	324888	851603	383885	326180	4354103	287920	4344283	329428	345369	290235	164664	2692803	4435861	832687	290324	354494	142448	219676	48213	4337825	744387	646492	589114	134738	830111	272666	332718	709986	128227	851794	827668	254011	4408869	263340	4408867	310475	731216	242917	814322	306391	4300206	1995182	4461663	301273	4482018	4482019	4482015	4365898	319200	794205	590168	827541	290798	2175390	1142416	554508	569957	361051	366582	1147868	4402966	339231	815132	310056	4438594	541008	137043	137042	4481323	330745	265463	835769	606440	35081	819542	538389	1871192	578968	4321114	100041	4348210	275845	456393	823803	266415	1139425	189482	422931	812719	266876	498091	239571	833912	343458	187233	426769	307062	302975	236114	1708522	586141	292080	1121124	326968	578653	355529	4379173	837075	584571	4358821	4358822	566395	4333086	896833	128300	162668	670435	335967	35920	323432	807795	297756	132873	808562	331318	330353	251907	533133	562275	851886	180934	56512	348816	296942	809404	820687	292276	112026	4336234	314305	296396	24271	818672	826092	291816	513487	111443	4344748	4200918	99222	4440727	549756	541581	4330813	4332291	289942	313527	353410	318764	189681	184558	130264	811544	836942	173555	269125	166456	429244	4330339	661506	425793	4063709	310929	563654	287582	809848	4383522	584001	344602	1129211	4330240	593376	1062475	4416659	182764	70957	288387	171195	588601	3344306	253698	716286	132623	545371	312564	835699	297485	808579	975918	328393	829462	816410	606559	432293	2982811	3464124	277702	323738	832906	297619	338011	348484	254053	826867	4453039	131702	343056	533633	949863	568482	304956	1888992	308047	538223	213895	131199	569209	157489	323309	634900	129551	326721	4364177	335044	356529	1125417	292175	320497	572925	509973	702155	303889	340960	92041	338845	923154	325918	4434785	4434782	4434781	586458	251092	581474	323138	133892	288696	574044	193938	334595	137508	410705	220122	838179	581075	192832	312621	3826599	4379249	440581	4482020	3352959	287541	579384	466514	592160	570143	712971	112267	775880	308970	309620	805007	299491	306780	307430	29013	339268	244464	582052	336097	255367	276834	133065	4301055	4478364	344335	38908	812610	586968	821597	296927	417112	347590	667201	4427690	1131747	338317	192141	356305	134467	180677	246530	342406	47365	1128244	167719	509452	752717	300495	139834	463794	295654	1517772	586067	1107027	99127	131154	817903	557960	308249	336453	306306	276622	901058	4370551	354225	52562	905599	725198	4318725	320558	830578	829186	329402	4439743	838054	586093	259993	337033	592756	4349891	141046	297416	132934	269058	826746	846656	958496	330013	692154	276587	864573	4419656	4379384	4364175	3655626	320277	781576	1722623	1019465	171781	541135	768296	711590	327765	3153507	827503	682888	96451	169938	330301	221299	128232	4321285	74576	463318	110082	509789	576004	114351	889327	813944	305315	344387	288784	251774	303591	326168	332318	422328	146935	99634	317452	15186	819507	137630	564037	582191	411744	316608	354905	333178	3022558	4474967	590836	226751	435897	583055	1126755	1130176	308463	543311	134792	695096	304585	289918	134053	4480685	298310	831963	291359	15200	15202	578794	547585	4303765	539647	26608	1772375	622013	355089	573214	809838	834016	580609	751643	4377222	589753	521424	169106	539737	350349	333685	335029	4454474	261403	537684	264123	4450903	831708	438190	323022	591239	288968	829773	312806	310170	237762	470670	248053	313162	314577	15128	15129	294741	176615	318320	166015	134187	582073	349232	332364	805909	4436051	100825	316339	298954	779944	414767	4367794	15191	4415598	823948	1821035	339463	511340	561796	833679	465186	4422304	4422305	918886	4480686	353746	1144015	22491	4372034	815510	1110317	541466	259372	302890	592421	159446	159443	133236	4380660	566203	1519356	833849	134049	819676	137580	336370	318211	308225	392417	271185	338707	84709	1757845	584592	164187	1142657	162112	825608	703741	4411596	288521	227936	301363	1643419	265500	4408804	452823	259150	4355130	604966	315845	827411	836776	828066	334250	202131	300935	252954	167340	819301	133931	289627	4379247	4379242	305595	1144153	165364	249719	132829	609407	265355	1111198	287721	4367926	354971	305330	1138142	296432	2584423	2860829	816642	340442	349389	317472	1020941	4367800	315419	412034	179699	318583	4315658	826331	834809	330111	304491	261916	1145445	137315	667852	809106	545725	829017	451111	689173	38883	512413	319581	351567	322983	236852	830280	1138534	340234	31171	1134234	307087	333877	67806	4337852	463361	589182	818506	344703	1513771	265535	760273	319163	1055714	331248	1140886	591815	4429559	4323690	128368	322723	149627	3879458	322250	813785	4379250	509149	268712	389067	351910	305699	4481877	4367039	567800	586856	129674	169195	312727	273320	166911	559684	513479	3946926	511779	451374	607818	829364	4129221	828075	290573	4397353	557918	300557	345245	588197	170722	4389472	187962	288584	336919	326923	288723	574021	510736	128247	4412873	303328	3638723	250395	265119	135956	148453	342014	560855	198641	543173	1147415	3663794	4447432	342787	344613	581871	387485	297457	166350	4189469	2380156	766314	2428981	537734	815380	62877	1991307	288089	851733	4296247	4397402	679245	810053	590798	590796	276897	4425943	315998	311194	835800	538967	577716	804653	4415599	4406924	350242	355960	687318	168404	239667	613189	347367	133039	276180	619224	52430	171232	315189	826944	582884	344135	316295	338817	553220	2019065	816919	92771	188948	450898	549626	307193	836648	372468	456561	498355	4389033	3605008	265033	553352	292164	818280	261492	4428313
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	1089121	4347860	4349384	229980	4297408	4451567	721266	4456416	1009473	41300	679803	4441528	542967	361599	1025338	400893	591960	842528	4336070	4450111	16513	4337941	1031439	4302743	1028885	888466	578180	4383052	4319835	3116763	4448211	4436015	1083464	950340	997457	4439061	4438271	1146129	437652	4436167	588670	19228	33488	899343	4433136	4436334	4447219	4484045	4323553	4364048	23149	4412363	4420921	737331	4328491	4416015	4320391	4318762	45427	1080813	541752	4348765	403012	469488	4459560	4294749	1110594	4471513	92907	4350499	869081	951711	4467993	4323093	4298584	965289	865357	4397804	4397802	1046617	4301008	4308029	728446	560661	925301	4450237	511002	4300930	4349674	499378	1108638	4351304	4300345	12589	4326841	913493	1020827	4297837	807277	465392	1078237	890882	4452037	1002580	627069	571059	974203	4376297	4387367	571103	364852	4323394	4295016	4375455	4309627	375059	914866	944526	4296424	50539	4338186	145797	4342225	4473227	4446035	4446033	4427359	930680	181318	565742	4390218	4441472	537362	1011429	900162	25517	583893	4419829	949315	1061162	18829	4429678	947768	4342599	1010453	4449906	4303488	930187	1064370	1094201	4414643	888498	1073086	90040	1050871	4322698	4301027	551431	1012091	152869	4427031	4303650	867184	952490	1060857	886266	778484	123266	4310858	4314655	4363222	24252	4317477	4353774	4463237	1013719	4302270	4423651	4409551	4334479	4319875	28887	4358803	4439089	539951	997193	4308273	4315356	4309586	1064335	4357327	4421228	4313076	4423886	4336884	4295955	3943382	4309326	4297367	645496	1028191	4417102	895408	202640	4329629	606359	4461538	141319	358736	2936049	26061	4367425	50842	1049823	4360599	4308647	42280	938851	1068606	4428568	568440	148969	4407553	4395313	12558	997606	431342	4409091	690395	156438	4314744	4306356	955102	4438505	1066410	871932	1036341	435846	4306180	4483442	37360	362473	357502	516753	492389	1019168	4383967	979481	1047077	4419323	73471	943561	4330915	956997	364006	4296883	971558	565136	561935	4316393	851900	856270	12543	12548	876514	532561	4348492	1004623	4306385	103151	4337672	4299526	823000	4300121	4297446	4311417	4394707	359095	4297629	4323231	4437231	541516	894996	4459028	4386276	92721	4311092	886234	877991	613230	1007085	4412733	12571	12574	1102315	4306166	4377600	2747065	4482143	4339844	1108437	71551	4450970	1074398	4322466	4297009	868003	992816	4301564	936565	584347	1011075	4397517	4444740	787709	4306478	4466151	4446152	4404873	1053748	584639	72536	92874	74130	4480747	524626	3842834	4354245	4323932	538470	12568	12561	12560	12564	946646	4302374	939059	4321906	4449198	884751	4310752	4423792	4377614	909624	641832	4453208	4436835	1029620	1103085	553558	4309823	984032	4316947	533159	4308382	960338	4317049	2782816	1087878	4346228	4295370	4306499	44463	884860	615705	1017294	553115	4399767	556375	4456160	510422	4364289	4310924	4406674	4299026	4480509	876701	972847	4323500	4438435	153783	4323906	70706	875735	960871	71223	4333259	921221	1048443	4318655	4374220	569912	4337728	106166	4304902	980751	1048468	783632	4309236	4397575	92123	1039177	4429032	4403574	4320124	4320123	1077611	4392269	4437352	255896	4296511	1032841	526682	1047451	4317426	541375	4307605	4449240	4316258	566233	4318624	1022457	987196	4413239	4096855	1102715
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__	581597	4364822	101403	528334	571196	4478339	1137014	3732401	689204	4356646	4356645	582239	102682	2448426	4388645	535702	346193	4316566	355438	162955	106437	298344	2291066	2291061	4373642	2169691	4382955	2535917	3868135	103314	255326	3867006	584303	1105049	70176	509516	1125531	17444	683282	4391738	624891	102923	4403146	3047424	1123844	72554	288293	678752	851942	2061415	3700400	136039	4473975	223571	4356648	4475784	37798	224813	295146	524674	1107212	225942	580732	543075	1139287	114861	4316928	166299	1780120	4323768	4356644	559785	684494	4432154	100038	4397320	1934562	532891	590982	100039	4290144	2669109	200770	151533	4458922	562665	589764	4363040	48898	3384781	4469034	106338	538900	3997686	4387208	343768	2529162	4362942	4363832	162258	4372064	290208	74813	4417582	1504802	810399	226698	75810	557059	561594	322682	543824	4329321	574542	2497305	1147217	3391892	1090380	701864	1514288	1008941	62639	1545768	3639246	4411190	766768	1741390	1113896	103801	161709	2283967	4390233	2036337	2456425	570872	4477386	1118558	588055	721411	723561	689810	4342191	514699	365757	305561	534945	181975	577091	706220	4428743	4465153	2842801	4412268	592437	43998	569194	4397008	294816	2876968	4449108	751071	542694	554755	4410960	122761	3671380	358320	4414089	298427	589392	2535911	4352919	4352912	588755	1546668	1546665	45325	15302	1033413	4072684	114936	667621	1111582	77633	101578	4445774	2039081	4334313	167999	20443	363904	91749	4404819	1055212	539447	534220	4395589	1085646	102525	3410171	1109139	4470771	330592	3136125	17976	4371646	57509	4453060	4411163	512239	141350	15285	15286	4052873	99568	572042	641490	303838	2348171	67813	1137449	1137456	581877	776472	851841	3135786	590790	4359590	98661	3244056	4040903	3830084	2850580	361210	211405	4407197	99882	1135616	839152	4387542	3697034	137557	1677320	1756274	3035014	148827	1960016	44890
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__pylori	109112	4473437	609022	94130	109111	93356	4310109	646353	132837	4367894	11080	109106	10952	101118	93553	109107
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae	1059977	567972
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis	1037199	450439	958846	957735	903372	1070029	422069	1003077	875630	922059	869556	993769	1083282	901351	2996177	857342	524292	871698	928998	901170	1082556	875057	867304	886962	1041008	1043897	1029187	1093555	1022648	393172	330001	1086359	14801	880694	3799782	4300554	877241	529929	368010	991432	1018685	439949	1090805	1048813	856510	984443	524830	907409	906681	872974	1017375	330679	1036730	362084	969537	3252211	1094701	1017778	1039477	1059956	981783	372096	929221	507594	995155	1002057	2945199	1014077	914255	878446	968310	1075965	938027	940770	988272	112576	1094006	404002	956902	915461	924910	387855	1073425	3884703	1075250	1104277	3716038	1097287	921399	899093	997722	990300	898010	1007448	853055	1063394	901239	924263	428583	1046178	1027509	1052432	928278	4442303	916580	920307	4312969	1055824	1093892	1095808	870751	1023327	855689	529618	4347956	852615	908330	904848	973957	1053844	894641	996144	1001624	1080082	1039248	1021185	940755	374682	980108	1038097	1095335	405162	1029309	1098371	938861	904118	995258	1020481	529047	4465926	922918	4401652	945281	1057918	927550	946737	1055252	989926	416063	1020662	854915	316473	938100	1087110	897302	1034546	4352782	897656	958725	864742	1005416	1081054	811775	1044796	1041974	1053054	957973	4429114	1017250	1055965	949795	1031455	852563	373990	412840	962621	1995363	857130	1081937	2078933	903139	885319	944266	1034112	985145	1049353	1062419	979261	896987	914960	371911	992097	452573	862836	421164	882691	1020673	1016818	958821	443505	959304	980714	898628	902635	391990	1983374	867255	1080102	1049883	857240	1099610	4130483	1012536	918895	920356	1089411	853342	880205	957889	4409959	943749	870395	882067	859843	1061704	1056322	1018666	944063	1100780	1075173	1046935	459557	1054386	1059382	1097415	1015948	1079331	859373	452703	1009725	866683	1044323	872864	387095	219903	405278	873889	1084698	891398	861067	884555	1032259	917530	909905	852004	861112	360940	3385021	1069482	892241	419236	970335	3707039	870710	1002522	439559	882780	900718	422784	996487	1010118	420062	1041142	1083331	1048551	1087938	919119	1065306	953986	1098690	958752	957837	981172	1068117	1073980	1022217	371360	871201	876069	896090	856952	1043579	375253	1056769	860263	1039981	917177	934634	1046720	1077331	1045335	1101621	989211	950144	518664	1075023	1018604	949721	852742	4473612	403893	1928917	950266	1009453	983378	880508	875072	894888	1070584	1055132	1091819	2639444	959169	899620	420274	970601	872926	414706	1098410	982887	1089902	367190	995858	1007019	1017311	970515	929838	1088902	1002477	413036	982709	855756	1024355	948945	1101151	930600	873441	985181	1058812	1007523	921731	4444574	953673	915430	409496	395029	966993	987904	464583	489671	4320246	103948	1059772	1099041	962246	930605	1031871	892088	934594	900515	901569
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__monocytogenes	1128555	4341595	4346987	4313979
