SampleID	Mock.1	Mock.2	Mock.3	Mock.4	Mock.5	Mock.6	Mock.7	Mock.8	Mock.9	Mock.10	Mock.11	Mock.12	Mock.13	Mock.14	Mock.15	Mock.16	Mock.17	Mock.18	Mock.19	Mock.20	Mock.21	Mock.22	Mock.23	Mock.24	Mock.25	Mock.26	Mock.27	Mock.28	Mock.29	Mock.30	Mock.31	Mock.32	Mock.33	Mock.34	Mock.35	Mock.36	Mock.37	Mock.38	Mock.39	Mock.40	Mock.41	Mock.42	Mock.43	Mock.44	Mock.45	Mock.46	Mock.47	Mock.48	Mock.49	Mock.50	Mock.51	Mock.52	Mock.53	Mock.54	Mock.55	Mock.56	Mock.57	Mock.58	Mock.59	Mock.60	Mock.61	Mock.62	Mock.63	Mock.64	Mock.65	Mock.66	Mock.67	Mock.68	Mock.69	Mock.70	Mock.71	Mock.72	Mock.73	Mock.74	Mock.75	Mock.76	Mock.77	Mock.78	Mock.79	Mock.80	Mock.81	Mock.82	Mock.83	Mock.84	Mock.85	Mock.86	Mock.87	Mock.88	Mock.89	Mock.90	Mock.91	Mock.92	Mock.93	Mock.94	Mock.95	Mock.96	Mock.97	Mock.98	Mock.99	Mock.100	Mock.101	Mock.102	Mock.103	Mock.104	Mock.105	Mock.106	Mock.107	Mock.108	Mock.109	Mock.110	Mock.111	Mock.112	Mock.113	Mock.114	Mock.115	Mock.116	Mock.117	Mock.118	Mock.119	Mock.120	Mock.121	Mock.122	Mock.123	Mock.124	Mock.125	Mock.126	Mock.127	Mock.128	Mock.129	Mock.130	Mock.131
Amanita lividopallescens	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Cortinarius purpurascens	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Sistotrema brinkmannii	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Melampsora laricis-populina	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.310346967910123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Fusarium poae	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hymenoscyphus fraxineus	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.003103469679101	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhizina undulata	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Debaryomyces prosopidis	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	3.10346967910123E-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Archaeorhizomyces finlayi	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.031034696791012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Umbelopsis dimorpha	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.090909090909091	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.00031034696791	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
