k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__phaeobacteroides	133739
k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__Nostoc; s__	258587	99364	4383947	209017	312035	813352	720852	81294	58849	221674	4349884	200545	546107
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__	1777569	624474	60579	3411309	780793	842765	673343	511551	4418106	2715368	576773	509037	653007	643463	509480	2838672	540496	4440096	512238	156504	2796295	670777	2851419	3590037	164280	2440548	1126750	6859	246323	528864	68624	1126544	513103	160609	316483	4387405	661229	559470	552918	570661	4474755	4436320	68623	607648	807230	523494	25051	4323379	759053	1147718	708849	511905	425290	561640	647595	128201	572566	717418	554733	584565	110790	4295902	840949	241283	307057	309648	242400	6849	4308343	3478707	1811594	3611664	4415319	557934	346019	114410	4419745	819977	569389	833886	153512	112764	566568	4334694	37958	759507	619799	692158	820379	758418	620479	4367588	727056	4299402	831585	3320487	765433	948512	1107159	246976	742637	4427534	565246	850190	6858	511916	723102	26755	250119	4448755	334110	95883	266661	4465925	516182	644938	830969	241111	556028	808102	1140859	4458790	4483058	592640	509038	309818	95941	575028	2969888	149152	526614
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Rhodospirillum; s__rubrum	4339256
k__Bacteria; p__Thermotogae; c__Thermotogae; o__Thermotogales; f__Thermotogaceae; g__Thermotoga; s__	628548	4460990	303956	721654	255056	412424	114723	541059
k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales; f__Desulfurococcaceae; g__Ignicoccus; s__	252944	921
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Leptothrix; s__	1122225	4452118	694869	4357500	3329860	250274	801192	4340215	3514716
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Salinispora; s__tropica	691592	185636	657046	1108444	4473178	558833	774826	4473175	784415
k__Bacteria; p__Dictyoglomi; c__Dictyoglomia; o__Dictyoglomales; f__Dictyoglomaceae; g__Dictyoglomus; s__	806148	303702
k__Archaea; p__Euryarchaeota; c__Archaeoglobi; o__Archaeoglobales; f__Archaeoglobaceae; g__Archaeoglobus; s__fulgidus	553284
k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Caldicellulosiruptoraceae; g__Caldicellulosiruptor; s__saccharolyticus	776622	16091	16103	16093	168397	16101	332523	16092
k__Archaea; p__Euryarchaeota; c__Methanococci; o__Methanococcales; f__Methanococcaceae; g__Methanococcus; s__	240377	213180	222407
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria; s__	1073575	1106442	155367
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Pelodictyon; s__	717207	3246144
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__chrysanthemi	4475144	263449
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__	4308446	10463	2079148	3757671	1125797	43170	1134351	835376	3407050	4476708	809658	2462791	585949	4453773	4405890	150425	243306	573061	4375669	235440	4456716	10518	308451	4454831	147383	81316	564993	10512	4388198	3379826	2607761	258395	512687	3822570	4413256	81681	4397192	521866	2250097	4379666	4128525	235888	4364050	4483268	582695	510683	3761184	3794601	3658755	354150	695368	200695	4404248	10442	91249	348053	3101247	4333294	10444	4406735	1989885	142644	322341	319780	23507	4311451	4271076	1141473	565050	533801	2510443	4371340	1122142	810704	10438	4425648	1114646	140059	4414063	242584	1625457	4315634	585282	1570158	673048	226306	831352	113978	4313168	4306934	4296798	3782390	105315	4401950	340334	4308447	156647	4482800	4376329	3024162	585650	4467944	564521	203149	222363	2920450	255830	4448604	257276	4459924	817135	4341587	4323439	30569	304312	886778	3991624	224816	226936	4395841	351705	72826	522596	1858028	4335297	558603	142578	111852	10436	3021731	364203	1138656	257510	80009	147874	688662	113542	4339732	4351203	87245	2101484	513307	1102657	559451
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	834463	4322414	643321	1086621	278433	114687	1118978	1001908	1981302	4311006	698496	107758	668303	126056	4360371	802064	547313	837694	111824	112208	4346780	135993	565936	38074	100149	838992	4311007	4439509	4057260	4421747	4392019	3286175	131028	143801	4462210	837177	541275	578615	3190659	49998	200131	4448890	132704	554415	156722	4306941	1067865	2119966	359764	4057271	120952	254031	850264	2675751	4335077	723203	156580	306996	4448407	3025647	207999	4311799	3082361	1120499	829733	7229	4463531	4450385	3319006	224499	4421746	2675747	277373	33919	3423513	106470	253304	4301374	4430679	4421749	373485	568984	826544	1144796	836720	2147040	4270981	4392018	94022	4300556	24899	1124499	211450	2383128	814176	3882802	4057266	156791
