k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	3963289	260410	2331530	359538	2949328	177360	4030375	524442	157203	2038446	4328098	4358723	160830	4324038	3275934	1542014	190638	102620	2740953	2696706	4345850	4341633	157454	296045	4424408	4447950	531067	180834	175617	4424106	3399749	4328515	367377	4473972	4420408	157921	183012	577170	331779	848315	560336	314328	198449	533373	3702911	4481463	1797754	1129060	4426266	4412168	316782	357582	2505255	352825	4477861	3173413	524661	4335293	3407052	358493	4331736	4481719	841290	164088	3439402	4373802	355291	4467984	157298	1950496	514974	3671383	4348122	4450198	583656	158667	4321001	188113	4412487	4439360	2066374	4415121	356052	292260	185420	2874602	1703713	2612863	3472078	196778	762358	4417335	189384	178148	191439	3562626	178810	4427351	338226	198711	296470	2034070	813545	4344647	191483	4315097	3465233	161007	2896811	158393	228601	572010	2550809	4346368	4366843	184209	3887769	315429	511386	2599028	2237211	4416614	2442708	276484	524318	4339801	2875735	4395774	332732	203004	3182235	4378081	3465320	194909	193233	3745352	769961	233549	4335812	142871	182255	2223970	4325295	1135084	184753	291800	187179	4177702	174845	1749079	72466	158839	158210	4425495	180045	1566189	213813	4304601	4394313	364926	336559	4425043	3486634	2465036	242259	340547	3410999	4174963	4422580	4267525	176230	3583645	310247	4322986	4357811	550814	4414834	4477455	3262406	182052	181532	2061739	249047	1944498	3277423	4443664	194667	4376609	320395	4345458	1992	180421	2375352	2155318	4278525	158711	193591	349929	2851803	2388617	188735	144340	784927	4360055	339013	4359056	239283	1919007	2892294	177150	3600504	4449054	4457872	172777	2224336	1666677	158906	580629	291711	4357205	4393745	349809	176071	581814	4189999	353782	199190	4372612	246494	3758679	3304236	348304	186358	342934	4358527	4379411	4483176	176034	2768843	127309	323231	4390839	523668	2150069	4342992	158581	2563561	4428185	319621	355277	3838014	1134151	3834453	4060124	182157	4207910	332317	2888732	3148447	2658061	4447072	4334711	2069039	4354042	2921213	4369327	4392243	190815	2865835	2415144	4371640	301578	4390134	192839	2859978	4372511	176660	192255	4385791	157748	4235585	4411385	4384516	4433947	528234	4464079	197537	188887	4437362	4381422	4340358	2987636	3262250	158863	319796	728991	4467347	325503	206233	271259	514547	3989538	523784	760350	4381426	2110060	4435396	332588	195157	176410	102407	4172237	4232045	158137	4392484	1135130	4338598	521704	2429995	345637	577377	4361727	221758	4352648	234488	4376649	3325758	983661	4232046	4478367	1782947	197367	4381913	2227749	185476	240992	185888	194341	3785400	2920309	213566	2270563	190309	160178	540982	4405100	183579	4476578	125270	4226929	526875	199716	521927	2277615	158215	2805825	4401110	1784461	336012	4350866	4481937	4342704	2904922	177343	1107758	114500	4347840	190913	3426658	158914	174978	192865	1698008	4470518	239358	171559	3890155	4357712	364179	4433736	4403708	4354041	2487129	512636	531169	4094258	2130162	28056	4029632	840419	2128805	518360	2243510	238218	1811208	52362	331193	4409167	186352	4320478	4385790	1624030	1139490	158820	538296	184174	681180	4015273	270094	4329090	2063400	3211875	161423	513445	192684	338754	2656868	1682176	1123250	178478	2311075	261878	4435784	183496	3584697	4318470	185722	197991	186841	180141	4465250	3547902	158651	209685	3256931	4346427	4478614	4372818	2237866	197214	681357	212164	4366391	4302904	1133471	369299	4471182	175535	181719	4356641	4455531	3323110	3667183	208972	1126638	1740498	1136275	2050168	1813954	3272632	313764	732765	183619	4369878	2134452	186866	688067	1641741	4381553	1109422	159668	182874	4417325	4401580	158967	4462436	175485	158823	4437814	1142687	4324964	330908	4451152	3258648	4347009	1703712	356827	183662	3361687	847092	364903	174036	183480	4426236	2858256	4301298	194670	187841	4324039	3783302	4442029	142859	2204474	189090	562924	556126	360518	176564	4442680	4435938	2039026	4354229	321811	4467447	191487	193859	4407515	182854	351894	3979914	2198356	4468234	4020502	1508541	4442299	520712	710208	340474	1809696	4346374	157970	1107945	178253	1905494	4346677	4429340	3443256	4012190	574471	198788	4484034	271214	205904	4403974	312140	82138	4475642	158850	195258	354850	340819	174646	3882796	45921	844375	1877831	327050	2137001	2858770	849393	188158	336441	4298163	4389571	351292	360000	3164394	1105984	195781	4360128	331562	3778080	2624257	4378688	3779896	369449	4343580	335984	4332676	177222	4008675	4346307	2039020	185604	326626	158908	297057	192055	3141094	4463715	531722	169813	4406925	90487	4450176	4463892	1906483	4442028	4354915	208949	4415263	571458	211706	1531298	4402195	352034	178064	4356331	182569	193534	4353745	336710	3997242	3638321	3940440	1146234	3127555	3989856	157327	2277614	4455163	4371060	2924873	189920	3943182	583117	4402959	362608	316132	364291	187178	4477537	3154070	197052	326662	174109	198185	4421070	182117	4434294	192070	71331	4483963	363887	3195932	2588266	304661	3563235	3439403	157396	183817	196769	4446898	305946	3925380	4386761	364029	843785	199627	3588390	181239	103730	4438116	4385761	4399495	696477	589277	2189140	547506
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	4449524	340193	2124	103100	585734	73324	334329	317607	351351	589283	303080	542568	43707	811615	310214	2228	2148	655743	292246	280567	819870	214336	317583	727245	326121	328487	306207	106839	342159	356448	575799	328246	817944	295917	651513	207831	4300130	3754778	3009856	4382418	100265	4382476	836265	528865	498619	1061134	557819	922964	2066	267490	594330	552071	242374	4456380	150858	579901	317141	317995	610111	547817	816087	428116	69910	318637	269567	292227	578885	346868	4321398	68838	531046	22466	229228	301251	72964	576879	299882	212161	1068116	4331006	317074	265425	107238	712179	583107	525264	346189	369077	254099	300879	784193	4414823	588982	321880	268683	297763	594186	272955	816802	760967	589549	210764	683241	512052	312597	533460	222930	700970	4338372	210346	575677	519836	826531	721102	301320	306808	171202	4399109	577136	548493	189721	790368	263905	4304901	106533	225335	319360	2098	299746	4395366	538343	4430843	303136	340081	4401235	236094	316201	2117	2114	543379	4300503	295048	259561	314206	314814	856235	542977	588998	797570	224731	3983005	335492	100850	2074	512265	158855	171639	194774	594026	337497	727964	343389	1033687	351813	584509	326292	510505	211764	287949	4372058	325802	4472482	580286	4439766	625159	4338742	296313	723471	588499	293568	294605	591971	337907	100680	560746	593710	351407	593717	4330423	212051	296003	334521	158682	260187	71799	298710	296753	107005	274213	334287	562757	266521	356494	2412266	567389	4475231	85999	330674	150043	851961	851923	206152	107586	316092	177244	543032	510554	157445	546360	1004910	289252	68416	259033	2456812	714212	305268	245022	4458304	212832	605170	4319224	28413	4308970	295810	343443	741701	309644	305448	2082	320735	347805	28970	292699	187155	310381	589707	548932	291357	271275	4321396	172076	321883	692902	4426163	511703	579189	183321	558189	265477	4355075	529349	83192	576756	592781	572743	70217	805057	521882	315160	46566	304355	594511	297299	243956	333042	4320561	167205	265978	236154	269451	85799	70671	84913	196800	274839	102084	335653	547285	356327	301340	259498	296341	158775	154641	2742591	334893	1701964	314731	306142	211784	301030	4397805	336482	4312068	561036	307917	4395888	320664	314898	543900	582088	347205	292192	293297	328946	654696	314698	229547	250109	593357	1077373	4329957	624814	642465	86315	92629	190233	583034	587799	543859	41911	76393	289902	557665	319810	157936	851668	710998	188889	212167	299310	584210	158378	520632	586066	353459	172998	99264	347976	269878	560679	287773	43544	2965498	344706	4303237	1057169	114813	74407	294814	335040	60257	723673	276679	265347	993934	324450	340501	71907	297176	851822	821906	839660	4480074	356284	670829	651104	246785	586364	2115	576319	356539	267845	292210	295111	296307	578085	295269	104511	4387121	295738	532681	626335	296325	303058	216587	352418	587640	274032	509751	332875	295103	331725	213576	310111	2137	1060441	261240	335448	4449526	272800	329254	310358	355576	539495	546380	287419	403822	288962	4304967	321236	1011398	334051	248447	165462	836260	591632	295929	290403	805473	310942	589442	36031	313890	211557	768947	249309	246608	1028283	528418	49682	351216	2120	574763	322637	214885	288383	294053	102929	4404356	579538	324349	332661	609211	355015	4346863	626329	814840	314824	4426165	186852	296417	926362	537747	4321397	86520	818959	4399781	206587	4410951	639986	290504	268769	4359222	574902	4302571	314930	4317959	326333	262605	816492	213877	109358	585810	676082	300859	289941	294316	134265	266447	310101	288265	2992307	127545	349536	4480094	530206	312373	567780	806646	821065	510871	323411	298152	350835	511091	185841	4404320	168200	327349	4009972	4355140	4480777	227285	4435065	822443	265907	339847	4338748	810319	47181	86050	851935	302157	337278	547854	558280	2125	671383	263507	303112	2116	4397200	213819	583661	164946	351856	340238	355082	104591	258507	331032	319564	259544	144161	848968	105738	577260	2172	169950	150436	560196	694713	336485	297936	308052	272220	807321	327110	4302472	86234	178558	288586	265238	549984	585756	329127	82965	71710	322826	3755854	100696	4406303	592852	155329	544844	323625	4418243	4434579	264746	987581	170418	2412268	288707	4388948	1541939	374568	291301	348297	552400	539926	265519	4307006	576321	307197	101192	552281	2051	236865	262387	191201	1815717	1107209	291055	322023	296186	568551	268455	821985	1768317	344230	352568	763967	158440	264620	167679	239461	543415	158310	2127	341173	582136	353376	169258	545772	515747	322049	590524	165467	100068	333372	340937	289384	345236	296739	304824	1013234	339405	294570	760163	578792	305603	510136	290880	83758	397273	299283	272580	157387	331015	4315804	334778	312051	576930	2208	324283	47554	4378740	574111	159026	226618	210737	567226	538772	205082	938672	561795	328450	351650	55854	301372	2093	299439	517181	158963	3491072	321154	270923	259590	291490	296249	326127	103209	313789	562683	348969	340636	548730	353551	851634	758471	807225	329927	296082	4454385	4370491	1010283	4306767	4397680	690552	164502	1126155	291542	2128	262749	348924	293885	753086	158718	158423	271680	83344	584296	1109709	414705	22951	293801	308972	1066814	745883	341974	586099	309134	1656781	4387089	668252	275851	158513	572255	288250	321459	4448694	240049	196997	2079	310889	432904	351472	235380	1027927	103768	263770	313131	146094	338551	288876	330900	214860	777572	316289	344036	661866	334676	663885	318572	929493	819874	338758	621516	592631	88035	4449250	710255	239506	84471	545085	273481	351398	241137	304018	289723	291817	310495	216511	835896	578880	4314092	968664	290589	563221	553043	54330	811229	326892	4323490	301480	495394	305629	849704	171872	541440	339973	572825	593542	300945	45645	1088118	590780	581958	205607	84373	42406	355371	251069	581667	295175	587479	166430	275403	289133	4435186	534756	535033	262996	956050	2113	511155	4383090	207072	308460	529503	162479	4353811	334160	84270	214997	593291	288341	530854	545922	336534	933439
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	1764554	256323	180082	114697	3757799	1726408	531353	528653	741298	4350566	157664	851323	4442459	4369272	3064113	3349141	661933	522582	290566	306160	4359027	510205	158207	3349140	157681	4329571	343433	1952	518538	4441084	306330	3970656	314915	3449121	4426873	3970651	293797	1109552	195123	513985	807034	314406	191251	4372003	847228	689975	921813	514363	2016294	520864	735609	4449803	4477019	846127	918187	2058521	3349138	104141	157481	523418	150494	230553	196219	335447	342873	3404369	4003061	198866	564989	276149	3970657	1800048	520075	28974	1729249	4368575	180731	304539	3009852	4335624	4418496	4308591
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	344154	4435664	348027	4212012	4376964	328617	584541	183870	1749791	4381755	182967	182886	196596	197924	3181657	3327894	589071	2383341	181953	572476	4250634	189938	198530	4411130	4029584	2066505	4402960	4401375	2876801	1736067	1076629	1889556	350277	197490	3856406	4390211	197072	4447188	1733364	198706	362997	162684	2564646	2283111	196664	4371046
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	3750373	4435690	14030	287368	195385	259263	185854	174360	185891	1830364	260088	198690	268297	4162582	4423882	175491	164872	313144	4183249	263179	260246	363692	193749	263362	372906	4394763	186406	198490	185338	360015	175575	350664	186441	3044876	2797559	2901239	342761	307903	4388396	193853	295370	4338803	271590	259132	1109178	4344861	383971	187041	1624382	1713225	1551841	188333	185277	4384203	3320406	352008	268125	290398	180221	258969	260655	183174	348642	274317	985239	135625	193769	1917420	268487	184729	303076	266948	170056	2677481	233313	195421	196037	279026	181568	4472158	269103	306480	307640	4372625	259781	181683	4394801	262825	164719	3252949	192774	259056	180215	184810	267717	259379	68842	175998	308042	416286	197435	274095	262970	186332	2339949	210965	322112	187651	4432459	97294	267892	348376	349142	262633	173722	174162	258710	320373	294219	198423	179815	2686384	4343631	194780	292294	270758	1764594	4438330	3321163	266896	167910	4388174	263946	267298	2683271	4471604	308224	273240	1880021	320844	4426051	262869	289379	1805553	3702906	267335	1962281	54563	4407301	305880	4356342	297509	309916	182506	178022	187703	198251	2897332	352445	273776	319214	330116	1607371	174952	4414240	4338469	173192	270081	184695	270968	199753	262537	273179	3409376	351734	179279	191476	331575	191772	301872	4316995	276260	296869	195470	267996	110221	316037	194858	449417	182517	3578010	2134884	184903	185088	193358	270015	173914	263327	295075	275913	271585	3647536	191755	185570	1111191	190863	190908	182882	181707	4390754	273386	181237	336872	4476604	276941	321446	185294	264248	311564	268416	274603	2281172	261010	4416025	4339978	266946	176858	4395465	178026	4426874	335966	191583	1869566	299070	261918	259983	4383827	259087	178031	196889	259818	189176	275684	268797	335701	306914	198916	330564	265503	183495	272593	339092	190254	269107	175371	263138	176704	195215	188402	4385577	1696607	195444	342887	271191	355468	185441	188674	197503	4471130	342397	191683	271476	348948	190711	191205	196370	189403	317073	3376513	2005562	3633129	260529	4464473
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	306288	190599	352455	874183	174019	108706	520231	556240	266062	366623	99173	289658	367688	189626	174629	295629	269828	573289	561193	192066	352507	179055	178557	584481	1126322	573803	273278	312317	518984	260496	195929	311390	540532	266621	176201	177765	4391085	189878	4348358	570683	184656	194065	578857	272942	521586	261841	72606	195189	335910	175397	3736962	321331	321774	182343	3910530	109798	833216	825201	1904161	193163	815573	208901	259593	382721	188573	4335402	529764	357449	206151	261111	826302	178205	289348	752354	515594	4454564	297574	179911	308983	325126	181672	508897	95597	180555	525606	185519	205613	528320	1678333	199300	301079	195876	641987	189478	177362	186780	186731	32471	269576	367453	538837	353577	4419650	527413	181348	324985	291512	166156	186969	263704	174912	4459156	4139860	522063	137004	179946	266392	311693	198373	183057	177058	185631	515632	197675	531052	764292	553150	266726	182903	173969	189797	4444215	325588	523731	607540	553842	72481	2752425	293508	365118	576833	707653	198555	324835	557137	37010	172487	4348571	4478605	270145	818838	542857	523749	160750	4476330	176129	177359	174625	291890	187782	529180	181437	289402	519545	197603	2065341	199491	194693	271449	186921	216009	397065	2740950	1107586	1139736	186614	189450	188918	290502	508954	14099	3150552	3425927	4466707	4428676	181025	828776	302128	20421	726712	544146	311610	193975	321907	514272	178629	323463	195532	1803030	184581	178433	192263	137353	294791	3325984	4308498	185765	4405104	509842	328055	189677	190534	1110690	514241	525429	158563	194572	181047	820362	4425669	578511	300123	177172	516519	178238	1106830	177754	147195	262227	178621	209524	222733	175438	733028	4478815	217060	4310265	456774	187114	1144037	197003	4382003	274400	1107057	4441688	199228	289161	192878	518717	517170	180120	181918	187569	3648884	550996	713689	178970	326833	524038	182274	186819	340572	341730	300297	199276	178984	177760	319153	528217	199137	186174	336205	77516	182118	3462417	194758	198252	177933	322189	194417	4302724	179137	190984	295251	343934	2876158	2510541	179677	274577	182054	360147	178882	313387	222721	194001	828230	551141	578437	309206	4322943	182538	181543	4307633	774047	199066	342200	182545	338987	199081	4316573	300254	259772	191238	185703	300399	100506	274857	194557	177586	672978	272361	177301	181176	175717	187356	196087	315309	346606	184025	302864	191687	647705	521074	3141342	177518	323786	304154	179273	185861	296960	354254	297575	192958	232283	325279	199077	230252	179695	972100	305920	323473	4314294	260787	1646166	199600	312835	336247	184770	193969	187212	189152	186319	4323727	194008	193551	4471854	183799	194104	299398	182621	185667	182289	232030	331099	189611	189459	183781	222851	524287	4322534	192465	316598	177493	322231	208571	1130562	3262332	195628	178961	183533	4322379	547913	574172	245596	183680	307722	342217	184905	646321	653533	194734	372622	175389	300596	298392	159911	183973	844645	198737	4329776	4374193	184013	518460	188974	3931706	332846	339791	195196	1130781	833381	529417	230528	181853	265576	528067	71089	193621	4413165	345801	175697	178682	176300	188625	197897	332411	184050	194424	1138850	174045	4307265	177111	515485	197112	148304	175942	175846	194359	187868	185715	300952	274455	197022	194123	517154	310541	4369794	842596	1062229	804526	4474844	660214	279487	4403632	574263	341899	655725	301879	186238	3090048	333259	4463709	343422	149233	358834	352747	178559	184525	294709	185235	531772	47862	186592	4376453	1107327	4307264	4309509	233648	48887	183288	198067	425675	178146	188047	4296772	4302392	263074	181560	300647	4477372	591540	4194837	199313	223895	567961	177201	835283	185312	261634	190641	102159	144778	181269	195728	188973	211795	328993	313495	184120	267514	585881	195716	177984	188194	367889	341204	184553	350398	311206	743919	1105328	175883	589475	192218	301910	177463	178686	303844	4452297	4350702	188079	197249	187470	588414	135947	4308637	593686	528157	184821	183883	754549	261381	179267	532377	191081	38211	727140	272479	655876	4369797
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	3695679	161238	577294	4347348	4365130	186233	4372130	840027	3275938	4450711	2772147	4374084	2545906	4206904	2309802	4144592	578016	2414136	174842	196154	2497335	552528	4453667	198190	1876119	177313	2558420	4349503	564140	179157	4333379	585914	291090	4333590
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis	3649785	4345821	4365903	4480970	3104855	2430693	351231	2492265	4393172	3786232	4398300	4329112	130007	2800178	3506423	4456852	4357932	4404485	2200896	4442390	2380160	1776713	4389125	3544699	3755578	339599	183603	2731539	4328443	4343627	4476964	4338577	4386507	3550159	4380438	4433823	3572054	4433604	3325988	4377091	2636449	4370328	4465910	3434092	4473763	3474081	3621189	4372578	130663	4474593	2944933	1507587	3507744	4479397	2857130	1918384	4472796	1795137	4355732	4415814	128205
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__	815422	2822804	815356	1131759	222343
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii	4414420	312770	185730	316761	322715	192111	344525
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium; s__cocleatum	45363
